question,answer,correct_answer
Câu 11: Báo cáo của V. I. Lênin trước Trung ương Đảng Bônsêvích Nga (tháng 4 - 1917) chỉ ra mục tiêu và đường lối chuyển từ cách mạng dân chủ tư sản sang,"A. cuộc nội chiến cách mạng. B. cách mạng xã hội chủ nghĩa.
C. cách mạng tư sản kiểu mới. D. tư sản dân quyền cách mạng.",B
"Câu 12: Trong những năm Chiến tranh thế giới thứ nhất (1914 - 1918), phong trào công nhân Việt Nam có đặc điểm gì?","A. Mang tính tự phát. B. Mang tính tự giác.
C. Chuyển dần sang tự giác. D. Bước đầu chuyển sang tự giác.",A
Câu 13: Một trong những ý nghĩa của phong trào dân chủ 1936 - 1939 ở Việt Nam là,"A. buộc thực dân Pháp nhượng bộ tất cả các yêu sách dân chủ.
B. giúp cán bộ, đảng viên được rèn luyện và trưởng thành.
C. bước đầu khẳng định vai trò lãnh đạo của giai cấp công nhân.
D. bước đầu hình thành trên thực tế liên minh công nông.",B
Câu 14: Hội nghị Ianta (tháng 2 - 1945) không thông qua quyết định nào?,"A. Thành lập tổ chức Liên hợp quốc nhằm duy trì hòa bình, an ninh thế giới.
B. Quy định việc đóng quân tại các nước nhằm giải giáp quân đội phát xít.
C. Tiêu diệt tận gốc chủ nghĩa phát xít Đức và chủ nghĩa quân phiệt Nhật.
D. Giao cho quân Pháp việc giải giáp quân đội Nhật ở Đông Dương.",D
"Câu 15: Thắng lợi của chiến dịch nào đã chuyển cuộc kháng chiến chống Mỹ, cứu nước của nhân dân Việt Nam sang giai đoạn tổng tiến công chiến lược để giải phóng hoàn toàn miền Nam?","A. Huế - Đà Nẵng. B. Đường số 14 - Phước Long.
C. Tây Nguyên. D. Đường 9 - Nam Lào.",C
Câu 16: Chủ trương thành lập nước Cộng hòa Dân quốc Việt Nam của Phan Bội Châu chịu ảnh hưởng trực tiếp từ,"A. Duy tân Minh Trị (Nhật Bản). B. Cách mạng Nga 1905 - 1907.
C. cải cách của vua Ra-ma V (Xiêm). D. Cách mạng Tân Hợi (Trung Quốc).",D
"Câu 17: Trước khi Chiến tranh thế giới thứ hai bùng nổ (tháng 9 - 1939), các nước đế quốc Anh, Pháp thực hiện chính sách nhượng bộ phát xít nhằm","A. đẩy chiến tranh về phía Liên Xô. B. chuẩn bị cho việc thành lập phe Đồng minh.
C. khuyến khích Nhật gây chiến tranh ở châu Á. D. ngăn chặn Đức tấn công Ba Lan.",A
Câu 18: Kế hoạch Đờ Lát đơ Tátxinhi (tháng 12 - 1950) của thực dân Pháp ở Đông Dương không có nội dung nào dưới đây?,"A. Tăng cường phòng ngự trên Hành lang Đông - Tây.
B. Tiến hành chiến tranh tổng lực, bình định vùng tạm chiếm.
C. Xây dựng lực lượng cơ động chiến lược mạnh.
D. Kết hợp chiến tranh tâm lý với chiến tranh kinh tế.",A
Câu 19: Nội dung nào dưới đây không phản ánh đúng ý nghĩa thắng lợi của chiến dịch Việt Bắc thu - đông năm 1947?,"A. Chứng tỏ sự đúng đắn trong đường lối kháng chiến chống thực dân Pháp của Đảng.
B. Buộc thực dân Pháp phải chuyển từ đánh nhanh thắng nhanh sang đánh lâu dài.
C. Quân đội Việt Nam giành được quyền chủ động trên chiến trường chính Bắc Bộ.
D. Mở ra giai đoạn phát triển mới trong cuộc kháng chiến chống thực dân Pháp xâm lược.",C
Câu 20: Cuộc kháng chiến chống thực dân Pháp xâm lược ở Việt Nam cuối thế kỷ XIX thất bại chủ yếu là do,"A. thực dân Pháp được sự giúp đỡ của nhiều nước tư bản.
B. triều đình nhà Nguyễn thiếu quyết tâm kháng chiến.
C. nhân dân không đoàn kết với triều đình nhà Nguyễn.
D. triều đình nhà Nguyễn không đứng lên kháng chiến.",B
"Câu 21: Tháng 8 - 1967, Hiệp hội các quốc gia Đông Nam Á (ASEAN) được thành lập là biểu hiện rõ nét của xu thế nào?","A. Toàn cầu hóa. B. Liên kết khu vực.
C. Hòa hoãn Đông - Tây. D. Đa cực, nhiều trung tâm.",B
Câu 22: Việc đàm phán và ký kết Hiệp định Sơ bộ giữa đại diện Chính phủ Việt Nam Dân chủ Cộng hòa với đại diện Chính phủ Pháp (6 - 3 - 1946) có tác dụng như thế nào?,"A. Chuyển quan hệ giữa Việt Nam và Pháp từ đối đầu sang đối thoại.
B. Tạo thời gian hòa bình để Việt Nam tổ chức bầu cử Quốc hội.
C. Giúp Việt Nam ngăn chặn được mọi nguy cơ xung đột với Pháp.
D. Thể hiện thiện chí hòa bình của hai chính phủ Việt Nam và Pháp.",A
Câu 23: Phong trào dân chủ 1936 - 1939 ở Việt Nam là một bước chuẩn bị cho thắng lợi của Cách mạng tháng Tám năm 1945 vì đã,"A. đưa Đảng Cộng sản Đông Dương ra hoạt động công khai.
B. khắc phục triệt để hạn chế của Luận cương chính trị tháng 10 - 1930.
C. bước đầu xây dựng được lực lượng vũ trang nhân dân.
D. xây dựng được một lực lượng chính trị quần chúng đông đảo.",D
Câu 24: Nông dân Việt Nam tham gia đấu tranh chống thực dân Pháp xâm lược và thống trị (từ năm 1858) trước hết vì,"A. địa vị chính trị. B. độc lập dân tộc.
C. tinh thần cách mạng. D. quyền lợi giai cấp.",B
"Câu 25: So với Hiệp hội các quốc gia Đông Nam Á (ASEAN), sự phát triển của Liên minh châu Âu (EU) có điểm khác biệt gì?","A. Quá trình hợp tác, mở rộng thành viên diễn ra khá lâu dài.
B. Hạn chế sự can thiệp và chi phối của các cường quốc.
C. Hợp tác, giúp đỡ các nước trong khu vực phát triển kinh tế.
D. Diễn ra quá trình nhất thể hóa trong khuôn khổ khu vực.",D
Câu 26: Chiến dịch Điện Biên Phủ (1954) và chiến dịch Hồ Chí Minh (1975) đều,"A. có sự kết hợp với nổi dậy của quần chúng.
B. có sự điều chỉnh phương châm tác chiến.
C. tiêu diệt mọi lực lượng của đối phương.
D. là những trận quyết chiến chiến lược.",D
Câu 27: Sự xuất hiện hai xu hướng bạo động và cải cách ở Việt Nam đầu thế kỷ XX chứng tỏ các sĩ phu tiến bộ,"A. xuất phát từ những truyền thống cứu nước khác nhau.
B. chịu tác động của những bối cảnh thời đại khác nhau.
C. có những nhận thức khác nhau về kẻ thù của dân tộc.
D. chịu ảnh hưởng của những hệ tư tưởng mới khác nhau.",C
Câu 28: Việt Nam thực hiện thống nhất đất nước về mặt nhà nước ngay sau Đại thắng mùa Xuân 1975 vì,"A. muốn tạo sức mạnh tổng hợp để tham gia xu thế toàn cầu hóa.
B. đó là một điều khoản phải thi hành của Hiệp định Pari (1973).
C. phải hoàn thành triệt để cuộc cách mạng giải phóng dân tộc.
D. đó là ý chí và nguyện vọng thiết tha của toàn dân tộc.",D
Câu 29: Yếu tố tác động đến xu hướng liên kết kinh tế trên thế giới nửa sau thế kỷ XX là sự,"A. xuất hiện và ngày càng phát triển của các công ty độc quyền.
B. hình thành các trung tâm kinh tế - tài chính - quân sự lớn.
C. phát triển của cách mạng khoa học - kỹ thuật hiện đại.
D. xuất hiện và chi phối nền kinh tế thế giới của tư bản tài chính.",C
Câu 30: Đặc điểm nổi bật của quan hệ quốc tế từ sau Chiến tranh thế giới thứ hai đến đầu những năm 70 của thế kỷ XX là gì?,"A. Hai siêu cường Xô - Mỹ đối thoại, hợp tác. B. Hai siêu cường Xô - Mỹ đối đầu gay gắt.
C. Hòa bình, hợp tác trở thành xu thế chủ đạo. D. Hợp tác chính trị - văn hóa là xu thế chủ đạo.",B
Câu 31: Hội nghị tháng 11 - 1939 và Hội nghị tháng 5 - 1941 của Ban Chấp hành Trung ương Đảng Cộng sản Đông Dương có điểm khác biệt về,"A. việc giải quyết quyền lợi ruộng đất cho nông dân.
B. việc xác định hình thức chính quyền cách mạng.
C. chủ trương đoàn kết các lực lượng dân tộc.
D. chủ trương giải quyết vấn đề quyền dân tộc tự quyết.",D
Câu 32: Đặc điểm bao trùm của lịch sử dân tộc Việt Nam từ năm 1919 đến đầu năm 1930 là,"A. phát triển tuần tự từ khuynh hướng tư sản chuyển sang khuynh hướng vô sản.
B. khuynh hướng vô sản và khuynh hướng tư sản cùng phát triển trong phong trào yêu nước.
C. sau thất bại của khuynh hướng tư sản, khuynh hướng vô sản phát triển mạnh.
D. khuynh hướng vô sản chiếm ưu thế tuyệt đối nhờ kinh nghiệm từ khuynh hướng tư sản.",B
Câu 33: Điểm chung của các chiến lược chiến tranh do Mỹ tiến hành ở miền Nam Việt Nam thời kỳ 1954 - 1975 là,"A. dựa vào quân đội các nước thân Mỹ. B. kết hợp với ném bom phá hoại miền Bắc.
C. có sự tham chiến của quân Mỹ. D. dựa vào lực lượng quân sự Mỹ.",D
Câu 34: Phong trào cách mạng Việt Nam 1930 - 1931 để lại bài học kinh nghiệm gì cho Cách mạng tháng Tám năm 1945?,"A. Sử dụng bạo lực cách mạng của quần chúng để giành chính quyền.
B. Kết hợp các hình thức đấu tranh bí mật, công khai và hợp pháp.
C. Đi từ khởi nghĩa từng phần tiến lên tổng khởi nghĩa giành chính quyền.
D. Thành lập ở mỗi nước Đông Dương một hình thức mặt trận riêng.",A
"Câu 35: Ngày 31 - 3 - 1968, bất chấp sự phản đối của chính quyền Sài Gòn, Tổng thống Mỹ Giônxơn tuyên bố ngừng ném bom miền Bắc Việt Nam từ vĩ tuyến 20 trở ra; không tham gia tranh cử Tổng thống nhiệm kỳ thứ hai; sẵn sàng đàm phán với Chính phủ nước Việt Nam Dân chủ Cộng hòa để đi đến kết thúc chiến tranh. Những động thái đó chứng tỏ: Cuộc Tổng tiến công và nổi dậy Xuân Mậu Thân 1968 đã","A. buộc Mỹ phải giảm viện trợ cho chính quyền và quân đội Sài Gòn.
B. làm cho ý chí xâm lược của đế quốc Mỹ ở Việt Nam bị sụp đổ hoàn toàn.
C. làm khủng hoảng sâu sắc hơn quan hệ giữa Mỹ và chính quyền Sài Gòn.
D. buộc Mỹ phải xuống thang trong chiến tranh xâm lược Việt Nam.",D
"Câu 36: Sau Chiến tranh thế giới thứ hai, bản đồ chính trị thế giới thay đổi to lớn và sâu sắc chủ yếu là do","A. các cuộc chiến tranh cục bộ bùng nổ khắp nơi. B. sự ra đời của hai khối quân sự đối lập.
C. thắng lợi của phong trào giải phóng dân tộc. D. Mỹ thành công trong chiến lược toàn cầu.",C
"Câu 37: Trong chiến dịch Điện Biên Phủ (1954), quân đội Việt Nam thực hiện","A. lấy nhiều đánh ít. B. lấy lực thắng thế.
C. lấy nhỏ đánh lớn. D. lấy ít địch nhiều.",A
"Câu 38: Trong giai đoạn sau Chiến tranh lạnh, các cường quốc điều chỉnh quan hệ theo xu hướng đối thoại, thỏa hiệp, tránh xung đột trực tiếp chủ yếu là do","A. muốn có điều kiện thuận lợi để vươn lên xác lập vị thế quốc tế.
B. các tổ chức chính trị tăng cường can thiệp vào quan hệ quốc tế.
C. tác động tích cực của các tập đoàn tư bản đối với nền chính trị.
D. hoạt động hiệu quả của các tổ chức liên kết thương mại quốc tế.",A
Câu 39: Cách mạng tháng Tám năm 1945 ở Việt Nam thành công là kết quả thực hiện chủ trương của Đảng Cộng sản Đông Dương giai đoạn 1939 - 1945 về tiến hành cuộc cách mạng,"A. tư sản dân quyền. B. dân tộc dân chủ nhân dân.
C. giải phóng dân tộc. D. dân chủ tư sản kiểu mới.",C
"Câu 40: Quá trình kết thúc cuộc kháng chiến chống thực dân Pháp (1945 - 1954) và cuộc kháng chiến chống Mỹ, cứu nước (1954 - 1975) của nhân dân Việt Nam có điểm gì khác nhau?","A. Kết hợp giữa sức mạnh truyền thống của dân tộc với sức mạnh hiện tại.
B. Huy động mọi nguồn lực để tạo nên sức mạnh giành thắng lợi.
C. Cách thức kết hợp đấu tranh quân sự với đấu tranh ngoại giao.
D. Lấy đấu tranh quân sự làm yếu tố quyết định thắng lợi trong chiến tranh.",C
