question,answer,correct_answer
"Câu 21: Đầu thế kỉ XX, lực lượng xã hội nào sau đây cùng với Phan Châu Trinh mở cuộc vận động cải cách ở Việt Nam?","A. Tư sản Anh.                                B. Binh lính.
C. Sĩ phu tiến bộ.                             D. Thương nhân Ấn Độ.",
Câu 22: Hội nghị Ianta (tháng 2-1945) đã quyết định vấn đề nào sau đây?,"A. Thành lập Quỹ Tiền tệ quốc tế (IMF).
B. Thành lập Ngân hàng Thế giới (WB).
C. Thành lập Liên minh châu Âu (EU).
D. Tiêu diệt tận gốc quân phiệt Nhật Bản.",
Câu 23: Phong trào giải phóng dân tộc ở châu Phi sau Chiến tranh thế giới thứ hai không có nội dung nào sau đây?,"A. Chống lại chủ nghĩa thực dân cũ.
B. Có đông đảo nhân dân tham gia.
C. Nhận viện trợ theo Kế hoạch Mácsan.
D. Bùng nổ sớm nhất ở Bắc Phi.",
Câu 24: Hoạt động nào sau đây không diễn ra trong phong trào vô sản hoá của Hội Việt Nam Cách mạng Thanh niên (1928)?,"A. Đưa hội viên vào các nhà máy để hoạt động.
B. Đưa hội viên vào các đồn điền để hoạt động.
C. Đấu tranh đòi thực dân Anh rút về nước.
D. Truyền bá chủ nghĩa Mác-Lênin cho công nhân.",
"Câu 25: Trong giai đoạn 1939-1945, sự kiện lịch sử thế giới nào sau đây có ảnh hưởng đến cách mạng Việt Nam?","A. Hiệp ước Thương mại tự do Bắc Mĩ (NAFTA) ra đời.
B. Liên Xô tham gia chiến tranh chống phát xít.
C. Diễn đàn hợp tác Á-Âu (ASEM) được thành lập.
D. Hiệp hội các quốc gia Đông Nam Á (ASEAN) ra đời.",
"Câu 26:Trong cuộc đấu tranh chống chiến lược Chiến tranh cục bộ (1965-1968), thắng lợi nào sau đây của quân dân miền Nam Việt Nam mở ra khả năng đánh thắng quân viễn chinh Mĩ?","A. Vạn Tường.                                 B. Lai Châu.
C. Biên giới.                                    D. Việt Bắc.",
Câu 27: Đường lối kháng chiến đúng đắn của Đảng Lao động Việt Nam trong những năm 1951-1954 thể hiện ở nội dung nào sau đây?,"A. Mở chiến dịch Huế-Đà Nẵng.
B. Tranh thủ sự ủng hộ của quốc tế.
C. Mở chiến dịch Hồ Chí Minh.
D. Thành lập chính quyền Xô viết.",
"Câu 28: Năm 1921, Chính sách kinh tế mới (NEP) đã tạo ra chuyển biến tích cực trong nền kinh tế của nước nào sau đây?","A. Nga Xô viết.                                        B. Pêru.
C. Panama.                                             D. Côlômbia.",
Câu 29: Nội dung nào sau đây là nguyên nhân khách quan dẫn đến thắng loại của Cách mạng tháng Tám năm 1945 ở Việt Nam?,"A. Phát xít Nhật Bản đầu hàng đồng minh không điều kiện.
B. Quá trình chuẩn bị toàn diện của Đảng Cộng sản Đông Dương.
C. Đường lối đúng đắn, sáng tạo của Đảng Cộng sản Đông Dương.
D. Truyền thống yêu nước của toàn dân tộc được phát huy.",
Câu 30: Một trong những nhân tố thúc đẩy sự phát triển kinh tế của Mĩ ngay sau Chiến tranh thế giới thứ hai là,"A. nhận được viện trợ từ các nước châu Phi.
B. thu được nhiều lợi nhuận từ buôn bán vũ khí.
C. nhận được viện trợ quân sự từ Liên Xô.
D. nhận được viện trợ từ các nước Đông Âu.",
Câu 31: Nội dung nào sau đây phản ánh đúng ý nghĩa của cuộc Tổng tiến công và nổi dậy Xuân Mậu Thân 1968 ở Việt Nam?,"A. Chuyển cách mạng miền Nam từ thế giữ gìn lực lượng sang thế tiến công.
B. Buộc Mĩ phải quay lại đàm phán ở Pari để bàn về việc chấm dứt chiến tranh.
C. Chứng tỏ lực lượng vũ trang phát triển vượt bậc thay thê lực lượng chính trị.
D. Mở ra khả năng sớm kết thúc chiến tranh thông qua con đường đàm phán.",
"Câu 32: Trong cuộc chiến tranh xâm lược Việt Nam của thực dân Pháp (1945-1954), kế hoạch Đờ Lát đơ Tátxinhi có điểm khác biệt nào sau đây so với kế hoạch Rơve?","A. Được thực hiện trong bối cảnh cuộc đối đầu Đông-Tây đang căng thẳng.
B. Được triển khai với nguồn việ trợ quân sự và viện trợ kinh tế của Mĩ.
C. Có mục tiêu giành thắng lợi quân sự quyết định để kết thúc chiến tranh.
D. Diễn ra khi Pháp mất thế chủ động chiến lược trên chiến trường chính.",
Câu 33: Nội dung nào sau đây phản ánh đúng tư tưởng chỉ đạo xuyên suốt của Đảng Lao động Việt Nam trong Hội nghị Ban Chấp hành Trung ương lần thứ 15 (tháng 1-1959) và lần thứ 21 (tháng 7-1973)?,"A. Con đường giải phóng miền Nam là tiến công bằng bạo lực cách mạng.
B. Chuyển hướng chiến lược từ đấu tranh chính trị sang đấu tranh vũ trang.
C. Xây dựng đội quân chính trị làm yếu tố quyết định thắng lợi cuối cùng.
D. Kết hợp đấu tranh trên ba mặt trận: quân sự, chính trị và ngoại giao.",
Câu 34: Nội dung nào say đây phản ánh đúng một trong những thành quả của phong trào cách mạng 1930-1931 ở Việt Nam?,"A. Hoàn thành cải cách ruộng đất tại các vùng do xô viết kiểm soát.
B. Xây dựng được mặt trận dân tộc trên nền tảng liên minh công-nông.
C. Hai giai câp chủ lực của cách mạng đoàn kết, trưởng thành trong chiến đấu.
D. Xây dựng được lực lượng chính trị và lực lượng vũ trang ba thứ quân.",
Câu 35: Nội dung nào sau đây là một trong những nguyên nhân dẫn đến sự xuất hiện của các tổ chức cộng sản ở Việt Nam trong năm 1929?,"A. Tất cả các tổ chức yêu nước, cách mạng đã được tham gia phong trào vô sản hoá.
B. Có sự kết hợp giữa lí luận giải phóng dân tộc và phong trào công nhân trên cả nước.
C. Chủ trương vô sản hoá của Đại hội lần thứ nhất Hội Việt Nam Cách mạng Thanh niên.
D. Sự phát triển của phong trào công nhân với một chính đảng vô sản lãnh đạo thống nhất.",
"Câu 36: Ở Việt Nam, từ đầu thế kỉ XX đến năm 1945, chống đế quốc là nhiệm vụ chủ yếu của phong trào dân tộc dân chủ vì một trong những lí do nào sau đây?","A. Thực dân câu kết với phong kiến tay sai để áp bức dân tộc.
B. Chỉ có thể chống phong kiến khi lật đổ chế độ thực dân.
C. Mâu thuẫn giữa các giai cấp trong xã hội không sâu sắc.
D. Mâu thuẫn giai cấp trong xã hội đã được giải quyết triệt để.",
Câu 37: Nội dung nào sau đây phản ánh đúng tính chất dân chủ của Cách mạng tháng Tám năm 1945 ở Việt Nam?,"A. Giải quyết thành công mọi mâu thuẫn giai cấp trong xã hội thuộc địa.
B. Đóng góp vào sự nghiệp chung của các lực lượng tiến bộ trên thế giới.
C. Đóng góp vào cuộc đấu tranh chống phát xít của các nước xã hội chủ nghĩa.
D. Lật đổ chế độ phong kiến và xoá bỏ được mọi tàn dư của chế độ cũ.",
Câu 38: Cách mạng tháng Tám năm 1945 ở Việt Nam và cách mạng Cuba năm 1959 đều,"A. được lãnh đạo bởi những lực lượng xã hội tiên tiến.
B. chịu tác động bởi sự đối đầu giữa hai hệ thống xã hội đối lập.
C. xoá bỏ được ách áp bức của chủ nghĩa thực dân mới.
D. có nhiệm vụ chống đế quốc, phong kiến để đòi tự do dân chủ.",
Câu 39: Chiến thắng Điện Biên Phủ (1954) và thắng lợi của trận “Điện Biên Phủ trên không” (1972) ở Việt Nam đều cho thấy,"A. ý nghĩa của trân phản công lớn nhất trong cuộc chiến tranh bảo vệ Tổ quốc.
B. sức mạnh của quân chủ lực khi tấn công vào tổ chưc phòng ngự mạnh của đối phương.
C. vai trò của trận quyết chiến có ý nghĩa xoay chuyển cục diện chiến tranh.
D. giá trị của trận quyết chiên chiến lược đánh dấu cuộc kháng chiến kết thúc thắng lợi.",
"Câu 40: Trong những năm 20 của thê kỉ XX, những người Việt Nam yêu nước tiếp nhận chủ nghĩa Mác-Lênin vì một trong những lí do nào sau đây?","A. Đây là lí luận duy nhất đặt mục tiêu đem lại tự do cho con người.
B. Giai cấp công nhân đã thành lực lượng lãnh đạo thống nhất phong trào dân tộc.
C. Đây là lí luận kết hợp giải quyết vấn đề dân tộc và vấn đề giai cấp.
D. Các đảng viên của Đảng Cộng sản Việt Nam có nhu cầu phát triển về lí luận.",
