question,answer,correct_answer
"Câu 19: Việc giải quyết thành công nạn đói, nạn dốt và khó khăn về tài chính sau Cách mạng tháng Tám năm 1945 ở Việt Nam có ý nghĩa gì?","A. Đánh dấu hoàn thành nhiệm vụ đánh đổ chế độ phong kiến.
B. Tạo cơ sở để các nước xã hội chủ nghĩa công nhận Việt Nam.
C. Tạo cơ sở thực lực để ký Hiệp định Sơ bộ với Pháp.
D. Góp phần tạo ra sức mạnh để bảo vệ chế độ mới.",D
"Câu 20: Trong bối cảnh Chiến tranh lạnh, sự kiện nào dưới đây góp phần làm giảm rõ rệt tình hình căng thẳng ở châu Âu?","A. Sự thành lập của Cộng đồng châu Âu (EC).
B. Sự tan rã của tổ chức Hiệp ước Vácsava.
C. Sự giải thể của Hội đồng tương trợ kinh tế (SEV).
D. Hiệp định về những cơ sở của quan hệ giữa Đông Đức và Tây Đức.",D
Câu 21: Sự cải thiện quan hệ với Liên Xô và Trung Quốc đầu thập niên 70 của thế kỷ XX là biểu hiện của việc Mỹ,"A. củng cố, mở rộng quan hệ hợp tác với các nước xã hội chủ nghĩa.
B. điều chỉnh chính sách đối ngoại trong thời kỳ Chiến tranh lạnh.
C. tranh thủ sự ủng hộ của hai nước nhằm giải quyết vấn đề Campuchia.
D. từng bước khống chế và chi phối hai cường quốc xã hội chủ nghĩa.",B
"Câu 22: Đặc điểm lớn nhất, độc đáo nhất của cách mạng Việt Nam thời kỳ 1954 - 1975 là một Đảng lãnh đạo nhân dân","A. tiến hành đồng thời hai chiến lược cách mạng ở hai miền Nam - Bắc.
B. thực hiện nhiệm vụ đưa cả nước đi lên xây dựng chủ nghĩa xã hội.
C. hoàn thành cách mạng dân chủ và xã hội chủ nghĩa trong cả nước.
D. hoàn thành cuộc cách mạng dân chủ nhân dân trong cả nước.",A
Câu 23: Hội nghị lần thứ 8 Ban Chấp hành Trung ương Đảng Cộng sản Đông Dương (tháng 5 - 1941) chủ trương giải quyết vấn đề dân tộc trong khuôn khổ từng nước ở Đông Dương nhằm,"A. thực hiện quyền tự quyết của các dân tộc.
B. giải quyết triệt để vấn đề dân tộc dân chủ.
C. chống âm mưu lập Liên bang Đông Dương của Pháp.
D. kết hợp giải quyết vấn đề dân chủ ở mỗi nước.",A
Câu 24: Nội dung trọng tâm của đường lối đổi mới ở Việt Nam (từ tháng 12 - 1986) phù hợp với xu thế phát triển của thế giới là,"A. mở rộng hợp tác, đối thoại, thỏa hiệp.
B. thiết lập quan hệ đồng minh với các nước lớn.
C. lấy phát triển kinh tế làm trọng điểm.
D. tham gia mọi tổ chức khu vực và quốc tế.",C
Câu 25: Thực dân Pháp sử dụng phương thức chủ yếu nào trong quá trình xâm lược Việt Nam cuối thế kỷ XIX?,"A. Sử dụng thương nhân và nhà truyền giáo làm nòng cốt.
B. Phối hợp với nhà Nguyễn đàn áp phong trào yêu nước.
C. Kết hợp tấn công quân sự với thủ đoạn ngoại giao.
D. Kết hợp tấn công quân sự với thủ đoạn kinh tế.",C
Câu 26: Chiến tranh lạnh kết thúc đã,"A. giúp các nước Đông Dương thoát khỏi sự chi phối của Liên Xô và Mỹ.
B. tạo điều kiện tiên quyết cho các nước Đông Dương hội nhập quốc tế.
C. giúp các nước Đông Dương thoát khỏi sự lệ thuộc vào nguồn viện trợ từ bên ngoài.
D. thúc đẩy xu thế đối thoại, hợp tác giữa các nước Đông Dương với các nước khác.",D
Câu 27: Thực dân Pháp ký với Chính phủ Trung Hoa Dân quốc Hiệp ước Hoa - Pháp (tháng 2 - 1946) để thực hiện âm mưu gì?,"A. Phối hợp với quân Trung Hoa Dân quốc giải giáp quân Nhật.
B. Phối hợp với quân Trung Hoa Dân quốc xâm lược Việt Nam lần thứ hai.
C. Ra miền Bắc Việt Nam chia sẻ quyền lợi với quân Trung Hoa Dân quốc.
D. Đưa quân ra miền Bắc để hoàn thành việc xâm lược Việt Nam.",D
Câu 28: Điểm khác biệt của giai cấp công nhân Việt Nam so với giai cấp công nhân ở các nước tư bản Âu - Mỹ là,"A. ra đời trước giai cấp tư sản Việt Nam. B. ra đời sau giai cấp tiểu tư sản Việt Nam.
C. ra đời cùng giai cấp tư sản Việt Nam. D. ra đời sau giai cấp tư sản Việt Nam.",A
Câu 29: Việc mở rộng thành viên của Hiệp hội các quốc gia Đông Nam Á (ASEAN) diễn ra lâu dài và đầy trở ngại chủ yếu là do,"A. có nhiều khác biệt về văn hóa giữa các quốc gia dân tộc.
B. nguyên tắc hoạt động của ASEAN không phù hợp với một số nước.
C. tác động của cuộc Chiến tranh lạnh và cục diện hai cực, hai phe.
D. các nước thực hiện những chiến lược phát triển kinh tế khác nhau.",C
Câu 30: Một trong những yếu tố tác động đến sự hình thành trật tự thế giới giai đoạn sau Chiến tranh lạnh là,"A. sự phát triển của các lực lượng cách mạng, hòa bình, dân chủ và tiến bộ xã hội.
B. sự xuất hiện và ngày càng mở rộng của các công ty độc quyền.
C. sự xuất hiện và chi phối nền kinh tế thế giới của tư bản tài chính.
D. quá trình hình thành các trung tâm kinh tế - tài chính Tây Âu và Nhật Bản.",A
"Câu 31: Tiến hành chiến lược Chiến tranh đặc biệt ở miền Nam Việt Nam (1961 - 1965), Mỹ nhằm thực hiện âm mưu chiến lược nào?","A. Tách rời nhân dân với phong trào cách mạng. B. Chia cắt lâu dài nước Việt Nam.
C. Cô lập lực lượng vũ trang cách mạng. D. Dùng người Việt đánh người Việt.",B
Câu 32: Đảng Cộng sản và Chính phủ Việt Nam quyết định phát động hai cuộc kháng chiến chống thực dân Pháp và đế quốc Mỹ (1945 - 1975) đều xuất phát từ,"A. sự ủy nhiệm của Liên Xô và Trung Quốc. B. tác động của cục diện hai cực - hai phe.
C. phản ứng tất yếu trước nguy cơ bị xâm lược. D. yêu cầu khách quan của lịch sử dân tộc.",D
"Câu 33: Trong Chỉ thị thành lập Đội Việt Nam Tuyên truyền Giải phóng quân (tháng 12 - 1944), Hồ Chí Minh viết: “Vì cuộc kháng chiến của ta là kháng chiến của toàn dân cần phải động viên toàn dân, vũ trang toàn dân…” (Hồ Chí Minh: Toàn tập, tập 3, NXB. Chính trị quốc gia, H., 2011, tr. 3). Trong bối cảnh lịch sử cụ thể của Việt Nam lúc đó, câu trích trên thể hiện tư tưởng Hồ Chí Minh về","A. tuyên truyền toàn dân. B. quân đội nhân dân.
C. khởi nghĩa toàn dân. D. quốc phòng toàn dân.",C
Câu 34: Nhận xét nào dưới đây phù hợp với phong trào đấu tranh giải phóng dân tộc ở châu Phi sau Chiến tranh thế giới thứ hai?,"A. Đặt dưới sự lãnh đạo thống nhất của các chính đảng vô sản.
B. Diễn ra liên tục, sôi nổi với các hình thức đấu tranh khác nhau.
C. Xóa bỏ được hệ thống thuộc địa của chủ nghĩa thực dân mới.
D. Bùng nổ sớm nhất và phát triển mạnh tại khu vực Nam Phi.",B
"Câu 35: Việc xác định con đường cứu nước của Nguyễn Ái Quốc chịu ảnh hưởng sâu sắc từ Cách mạng tháng Mười Nga năm 1917, trước hết vì cuộc cách mạng này","A. là cuộc cách mạng vô sản đầu tiên trên thế giới.
B. lật đổ được sự thống trị của tư sản và phong kiến.
C. giải phóng các dân tộc thuộc địa trong đế quốc Nga.
D. giải phóng hoàn toàn giai cấp công nhân và nông dân.",C
Câu 36: Điểm khác nhau của chiến dịch Việt Bắc thu - đông năm 1947 so với chiến dịch Biên giới thu - đông năm 1950 của quân dân Việt Nam là về,"A. loại hình chiến dịch. B. địa hình tác chiến.
C. đối tượng tác chiến. D. lực lượng chủ yếu.",A
Câu 37: Con đường giải phóng dân tộc của Nguyễn Ái Quốc (hình thành trong những năm 20 của thế kỷ XX) khác biệt hoàn toàn với các con đường cứu nước trước đó về,"A. lực lượng cách mạng. B. khuynh hướng chính trị.
C. đối tượng cách mạng. D. mục tiêu trước mắt.",B
Câu 38: Yếu tố nào dưới đây tác động đến việc các nước tư bản ngày càng có xu hướng liên kết kinh tế khu vực trong nửa sau thế kỷ XX?,"A. Sự phát triển của cách mạng khoa học - kỹ thuật. B. Các nước lớn chi phối quan hệ quốc tế.
C. Chủ nghĩa khủng bố, li khai xuất hiện. D. Thắng lợi của phong trào giải phóng dân tộc.",A
Câu 39: Nét tương đồng về nghệ thuật quân sự của chiến dịch Điện Biên Phủ (1954) và chiến dịch Hồ Chí Minh (1975) là gì?,"A. Chia cắt, từng bước đánh chiếm các cơ quan đầu não của đối phương.
B. Tập trung lực lượng, bao vây, tổ chức tiến công hợp đồng binh chủng.
C. Từng bước xiết chặt vòng vây, kết hợp đánh tiêu diệt và đánh tiêu hao.
D. Bao vây, đánh lấn, kết hợp tiến công quân sự với nổi dậy của quần chúng.",B
Câu 40: Ý nghĩa quan trọng của phong trào cách mạng 1930 - 1931 ở Việt Nam là,"A. chứng minh trong thực tế khả năng lãnh đạo của chính đảng vô sản.
B. tạo tiền đề trực tiếp cho Tổng khởi nghĩa tháng Tám năm 1945.
C. hình thành khối liên minh công nông binh cho cách mạng Việt Nam.
D. Đảng Cộng sản Việt Nam được công nhận là một phân bộ độc lập.",A
