question,answer,correct_answer
Câu 20: Nội dung nào sau đây không phải là mục đích của Việt Nam khi mở chiến dịch Biên giới thu-đông năm 1950?,"A. Mở rộng và củng cố căn cứ địa Việt Bắc.
B. Tiêu diệt một bộ phận sinh lực quân Pháp.
C. Khai thông đường sang Trung Quốc và các nước trên thế giới.
D. Phát huy thế chủ động chiến lược trên chiến trường chính.",D
"Câu 21: Theo quyết định của Hội nghị Ianta (2-1945), khu vực nào sau đây không thuộc phạm vi ảnh hưởng của Liên Xô?",A. Đông Đức. B. Đồng Nam Á. C. Đông Béclin. D. Đông Âu.,B
"Câu 22: Sau Chiến tranh thế giới thứ hai, phong trào giải phóng dân tộc ở châu Phi diễn ra sớm nhất tại khu vực nào?",A. Nam Phi. B. Trung Phi. C. Bắc Phi. D. Tây Phi.,C
Câu 23: Cuộc khai thác thuộc địa lần thứ hai của thực dân Pháp (1919-1929) đã làm sâu sắc thêm mâu thuẫn chủ yếu trong xã hội Việt Nam. Đó là mâu thuẫn giữa,"A. giai cấp vô sản với giai cấp tư sản.
B. giai cấp nông dân với giai cấp địa chủ.
C. giai cấp vô sản với chế độ phản động thuộc địa.
D. dân tộc Việt Nam với thực dân Pháp.",D
"Câu 24: Phong trào “Phá kho thóc, giải quyết nạn đói” (1945) thu hút đông đảo nhân dân Việt Nam ở Bắc Kì và Bắc Trung Kì tham gia vì","A. đáp ứng được yêu cầu cấp bách của quần chúng.
B. đáp ứng đầy đủ yêu cầu của mọi giai cấp trong xã hội.
C. giải quyết cơ bản yêu cầu ruộng đất cho nông dân.
D. giải quyết triệt để mâu thuẫn chủ yếu trong xã hội.",A
"Câu 25: Ở Việt Nam, phong trào cách mạng 1930-1931 có điểm khác biệt nào sau đây về bối cảnh bùng nổ so với phong trào dân chủ 1936-1939?","A. Chính quyền thực dân tăng cường khủng bố.
B. Đời sống nhân dân lao động khó khăn, cực khổ.
C. Phong trào cách mạng thế giới đang phát triển.
D. Quần chúng nhân dân hăng hái tham gia đấu tranh.",A
Câu 26: Cách mạng tháng Tám năm 1945 ở Việt Nam và Cách mạng tháng Mười năm 1917 ở Nga có điểm chung nào sau đây?,"A. Diễn ra đồng thời ở cả nông thôn và thành thị.
B. Đối tượng đấu tranh chủ yếu là giai cấp tư sản.
C. Giành chính quyền ở đô thị quyết định thắng lợi.
D. Nhiệm vụ chủ yếu là chống chủ nghĩa thực dân.",C
Câu 27: Nội dung nào sau đây là hệ quả của cuộc khai thác thuộc địa lần thứ hai của thực dân Pháp ở Đông Dương (1919-1929) đối với Việt Nam?,"A. Làm cho quan hệ sản xuất phong kiến bị xóa bỏ.
B. Làm cho cơ cấu kinh tế phát triển cân đối.
C. Dẫn đến sự ra đời của giai cấp công nhân.
D. Tạo cơ sở xã hội để tiếp thu các tư tưởng mới.",D
"Câu 28: Một trong những biểu hiện của vai trò quyết định nhất của cách mạng miền Bắc đối với sự nghiệp chống Mĩ, cứu nước ở Việt Nam (1954-1975) là","A. trực tiếp đánh thắng các chiến lược chiến tranh của đế quốc Mĩ.
B. xây dựng thành công cơ sở vật chất-kĩ thuật của chủ nghĩa xã hội.
C. bảo vệ vững chắc căn cứ địa chung của cách mạng cả nước.
D. giành thắng lợi trong trận quyết chiến chiến lược, kết thúc chiến tranh.",C
"Câu 29: Trong giai đoạn 1939-1945, Đảng Cộng sản Đông Dương đã khắc phục được một trong những hạn chế của Luận cương chính trị (10-1930) qua chủ trương","A. sử dụng phương pháp bạo lực cách mạng.
B. thành lập chính phủ công-nông-binh.
C. tập trung giải quyết nhiệm vụ dân tộc.
D. xác định động lực cách mạng là công nông.",C
Câu 30: Việc kí kết Hiệp định về những cơ sở của quan hệ Đông Đức và Tây Đức (1972) và Định ước Henxinki (1975) đều có tác động nào sau đây?,"A. Dẫn đến sự ra đời của Cộng đồng châu Âu (EC).
B. Dẫn đến chấm dứt sự cạnh tranh giữa các cường quốc ở châu Âu.
C. Làm xuất hiện xu thế liên kết khu vực ở châu Âu.
D. Góp phần làm cho tình hình chính trị châu Âu chuyển biến tích cực.",D
Câu 31: Sự ra đời và tham gia đời sống chính trị thế giới của hơn 100 quốc gia độc lập sau Chiến tranh thế giới thứ hai,"A. đã làm cho chiến lược toàn cầu của Mĩ bị phá sản hoàn toàn.
B. đã góp phần làm cho quan hệ quốc tế được mở rộng và đa dạng.
C. là yếu tố quyết định sự xuất hiện của xu thế hòa hoãn Đông-Tây.
D. là yếu tố quyết định sự xuất hiện của xu thế toàn cầu hóa.",B
Câu 32: Một trong những điểm giống nhau giữa khởi nghĩa Bãi Sậy (1883-1892) và khởi nghĩa Hương Khê (1885-1896) là,"A. phạm vi hạt động chủ yếu ở 4 tỉnh Bắc Trung Kì.
B. lợi dụng địa thế để xây dựng căn cứ.
C. có căn cứ chính đặt ở vùng đồng bằng.
D. tổ chức lực lượng nghĩa quân thành 15 quân thứ.",B
Câu 33: Nhận xét nào sau đây phản ảnh đúng đặc điểm của cuộc cách mạng khoa học-kĩ thuật từ những năm 40 của thế kỉ XX đến năm 2000?,"A. Cách mạng khoa học và cách mạng kĩ thuật không tách rời nhau.
B. Tất cả phát minh kĩ thuật luôn đi trước và mở đường cho khoa học.
C. Khoa học luôn đi trước và tồn tại độc lập với kĩ thuật.
D. Tất cả phát minh kĩ thuật đều khởi nguồn từ nước Mĩ.",A
Câu 34: Thất bại của các phong trào yêu nước từ đầu thế kỷ XX đến hết Chiến tranh thế giới thứ nhất để lại bài học kinh nghiệm nào sau đây cho cách mạng Việt Nam?,"A. Sự giúp đỡ từ bên ngoài là điều kiện tiên quyết để đấu tranh giành độc lập.
B. Tiến hành đồng thời cách mạng giải phóng dân tộc và cách mạng ruộng đất.
C. Giải quyết hài hòa mối quan hệ giữa hai nhiệm vụ dân tộc và dân chủ.
D. Chỉ khi lực lượng vũ trang lớn mạnh mới phát động quần chúng đấu tranh.",C
Câu 35: Nhận xét nào sau đây là đúng về điểm chung của trật tự thế giới theo hệ thống Vecxai- Oasinhton và trật tự thế giới hai cực Ianta?,"A. Giải quyết được mâu thuẫn giữa các nước tham gia chiến tranh thế giới.
B. Phản ánh tương quan lực lượng giữa hai hệ thống chính trị đối lập.
C. Bảo đảm việc thực hiện quyền tự quyết của các dân tộc.
D. Phản ánh tương quan lực lượng giữa các cường quốc.",D
Câu 36: Một trong những điểm tương đồng của Cách mạng tháng Tám năm 1945 và hai cuộc kháng chiến chống ngoại xâm (1945-1975) ở Việt Nam là,"A. có sự giúp đỡ của các nước xã hội chủ nghĩa.
B. sử dụng bạo lực cách mạng của quần chúng.
C. lực lượng vũ trang giữ vai trò quyết định thắng lợi.
D. có sự kết hợp đấu tranh quân sự, chính trị và ngoại giao.",B
Câu 37: Nhận xét nào sau đây là đúng về phong trào công nhân Việt Nam trong nh74ng năm 1927-1928?,"A. Phát triển mạnh mẽ và cố một tổ chức lãnh đạo thống nhất.
B. Có sức quy tụ và dẫn đầu phong trào yêu nước.
C. Chứng tỏ giai cấp công nhân đã đủ sức lãnh đạo cách mạng.
D. Có tính thống nhất cao theo một đường lối chính trị đúng đắn.",B
Câu 38: Nội dung nào sau đây phản ánh đúng nghệ thuật chỉ đạo khởi nghĩa giành chính quyền Cách mạng tháng Tám năm 1945 ở Việt Nam?,"A. Kết hợp khởi nghĩa vũ trang với chiến tranh cách mạng.
B. Kết hợp đấu tranh chính trị với đấu tranh vũ trang.
C. Kết hợp tổng công kích với tổng khởi nghĩa.
D. Kết hợp khởi nghĩa và tiến công quân sự ở khắp nơi.",B
"Câu 39: Ở Việt Nam, căn cứ địa trong Cách mạng tháng Tám năm 1945 và hậu phương trong cuộc kháng chiến chống thực dân Pháp (1945-1954) đều","A. là nơi đứng chân của lực lượng vũ trang ba thứ quân.
B. là nơi tiếp nhận viện trợ từ các nước xã hội chủ nghĩa.
C. cung cấp sức người, sức của cho tiền tuyến.
D. tạo tiền đề tiến lên xây dựng chế độ xã hội mới.",D
Câu 40: Nhận xét nào sau đây là đúng về đấu tranh ngoại giao trong 30 năm chiến tranh cách mạng Việt Nam (1945-1975),"A. Đấu tranh ngoại giao luôn phụ thuộc vào quan hệ và sự dàn xếp giữa các cường quốc.
B. Đấu tranh ngoại giao có tính độc lập tương đối trong quan hệ với đấu tranh quân sự và chính
C. Kết quả đấu tranh ngoại giao không phụ thuộc vào tương quan lực lượng trên chiến trường.
D. Đấu tranh ngoại giao chỉ là sự phản ánh kết quả của đấu tranh chính trị và quân sự.",B
