question,answer,correct_answer
Câu 25: Cách mạng tháng Tám năm 1945 ở Việt Nam và cách mạng tháng Mười năm 1917 ở Nga có điểm chung nào sau đây?,"A. Sử dụng bạo lực cách mạng của quần chúng.
B. Đối tượng đấu tranh chủ yếu là giai cấp tư sản.
C. Nhiệm vụ chủ yếu là chống chủ nghĩa thực dân.
D. Nổ ra đồng thời ở cả nông thôn và thành thị.",A
"Câu 26: Ở Việt Nam, phong trào dân chủ 1936-1939 có điểm nào khác biệt sau đây về bối cảnh lịch sử so với phong trào cách mạng 1930-1931?","A. Đảng Cộng sản kịp thời lãnh đạo quần chúng đấu tranh.
B. Phong trào cách mạng thế giới đang phát triển.
C. Đời sống nhân dân lao động khó khăn, cực khổ.
D. Quốc tế Cộng sản chủ trương chuyển hướng đấu tranh.",D
Câu 27: Hai giai đoạn của phong trào Cần vương cuối thế kỉ XIX ở Việt Nam có điểm chung nào sau đây?,"A. Quy tụ thành những trung tâm khởi nghĩa lớn.
B. Có sự lãnh đạo của các trí thức phong kiến yêu nước.
C. Có sự lãnh đạo thống nhất của triều đình kháng chiến.
D. Địa bàn hoạt động ở đồng bằng ngày càng được mở rộng.",B
Câu 28: Sự ra đời và tham gia đời sống chính trị thế giới của hơn 100 quốc gia độc lập sau Chiến tranh thế giới thứ hai,"A. là yếu tố quyết định sự xuất hiện của xu thế hòa hoãn Đông-Tây.
B. đã thúc đẩy phong trào đấu tranh vì hòa bình, dân chủ và tiến bộ xã hội.
C. đã làm phá sản hoàn toàn chiến lược toàn cầu của Mĩ.
D. là yếu tố quyết định sự xuất hiện xu thế toàn cầu hóa.",B
Câu 29: Cuộc khai thác thuộc địa lần thứ nhất (1897-1914) và cuộc khai thác thuộc địa lần thứ hai (1919-1929) của thực dân Pháp ở Đông Dương có điềm chung nào sau đây?,"A. Tập trung vào lĩnh vực khai thác mỏ.
B. Sử dụng vốn của tư bản nhà nước là chủ yếu.
C. Tập trung phát triển công nghiệp nặng.
D. Sử dụng vốn của tư bản tư nhân là chủ yếu.",A
Câu 30: Việc kí kết Hiệp định về những cơ sở của quan hệ Đông Đức và Tây Đức (1972) và Định ước Henxinki (1975) đều có tác động nào sau đây?,"A. Làm xuất hiện xu liên kết khu vực ở châu Âu.
B. Chấm dứt sự cạnh tranh giữa các cường quốc.
C. Góp phần thúc đẩy xu thế hòa bình ở châu Âu.
D. Dẫn đến sự ra đời của Cộng đồng châu Âu (EC).",C
"Câu 31: Một trong những biểu hiện của vai trò quyết định nhất của cách mạng miền Bắc đối với sự nghiệp chống Mĩ, cứu nước ở Việt Nam (1954-1975) là","A. chi viện kịp thời các nguồn lực cho tiền tuyến miền Nam đánh Mĩ.
B. trực tiếp đánh thắng các chiến lược chiến tranh xâm lược của Mĩ.
C. xây dựng thành công cơ sở vật chất-kĩ thuật của chủ nghĩa xã hội.
D. giành thắng lợi trong trận quyết chiến chiến lược, kết thúc chiến tranh.",A
Câu 32: Quyết định nào của Hội nghị lần thứ 8 Ban Chấp hành Trung ương Đảng Cộng sản Đông Dương (5-1941) đã khắc phục được một trong những hạn chế của Luận cương chính trị (10-1930)?,"A. Sử dụng phương pháp bạo lực cách mạng.
B. Thành lập chính phủ công nông binh.
C. Đề ra khẩu hiệu chống đế quốc, chống phong kiến.
D. Thành lập mặt trận đoàn kết các lực lượng dân tộc.",D
Câu 33: Nhận xét nào sau đây phản ảnh đúng đặc điểm của cuộc cách mạng khoa học-kĩ thuật từ những năm 40 của thế kỉ XX đến năm 2000?,"A. Tất cả phát minh kĩ thuật luôn đi trước và mở đường cho nghiên cứu khoa học.
B. Khoa học luôn đi trước và tồn tại độc lập với kĩ thuật.
C. Thời gian từ phát minh khoa học đến ứng dụng vào sản xuất được rút ngắn.
D. Tất cả phát minh kĩ thuật đều khởi nguồn từ nước Mĩ.",C
Câu 34: Một trong những điểm tương đồng của Cách mạng tháng Tám năm 1945 và hai cuộc kháng chiến chống ngoại xâm (1945-1975) ở Việt Nam là,"A. có sự kết hợp sức mạnh dân tộc với sức mạnh thời đại.
B. lực lượng vũ trang giữ vai trò quyết định thắng lợi.
C. có sự giúp đỡ to lớn của Liên Xô và nhân loại tiến bộ.
D. kết hợp ba mặt trận quân sự, chính trị và ngoại giao.",A
Câu 35: Hạn chế trong chủ trương cứu nước của Phan Bội Châu và Phan Châu Trinh đầu thế kỷ XX để lại bài học kinh nghiệm nào sau đây cho cuộc đấu tranh giải phòng dân tộc ở Việt Nam?,"A. Chỉ phát động quần chúng đấu tranh khi có lực lượng vũ trang lớn mạnh.
B. Phân tích tình hình thực tiễn để xác định phương thức đấu tranh phù hợp.
C. Sự giúp đỡ bên ngoài là điều kiện tiên quyết để phát động đấu tranh.
D. Không sử dụng phương thức bạo động để chống lại kẻ thù lớn mạnh.",B
Câu 36: Lí luận giải phóng dân tộc của Nguyễn Ái Quốc có giá trị nào sau đây đối với lịch sử Việt Nam trong những năm 20 của thế kỉ XX?,"A. Chấm dứt tình trạng khủng hoảng về đường lối cứu nước đầu thế kỉ XX.
B. Là vũ khí tư tưởng của phong trào dân tộc theo khuynh hướng vô sản.
C. Chuẩn bị đầy đủ những điều kiện cho sự ra đời của Đảng Cộng sản.
D. Làm cho phong trào yêu nước chuyển hẳn sang khuynh hướng vô sản.",B
Câu 37: Nhận xét nào sau đây là đúng về điểm chung của trật tự thế giới theo hệ thống Vecxai- Oasinhton và trật tự thế giới hai cực Ianta?,"A. Phản ánh quá trình thỏa hiệp và đấu tranh giữa các cường quốc.
B. Giải quyết được mâu thuẫn giữa các nước tham gia chiến tranh thế giới.
C. Phản ánh tương quan lực lượng giữa hai hệ thống chính trị đối lập.
D. Hình thành trên cơ sở thỏa thuận giữa các nước có chế độ chính trị đối lập.",A
Câu 38: Nội dung nào sau đây phản ánh đúng nghệ thuật chỉ đạo khởi nghĩa giành chính quyền Cách mạng tháng Tám năm 1945 ở Việt Nam?,"A. Giành chính quyền ở các đô thị lớn rồi tỏa về các nông thôn.
B. Kết hợp khởi nghĩa giành chính quyền ở cả nông thôn và thành thị.
C. Giành chính quyền ở các vùng nông thôn để bao vây rồi tiến vào thành thị.
D. Khởi nghĩa giành chính quyền ở trung ương rồi tiến về các địa phương.",B
"Câu 39: Ở Việt Nam, căn cứ địa trong Cách mạng tháng Tám năm 1945 và hậu phương trong cuộc kháng chiến chống thực dân Pháp (1945-1954) đều là nơi","A. tiếp nhận viện trợ từ các nước xã hội chủ nghĩa.
B. cung cấp sức người, sức của cho tiền tuyến.
C. đứng chân của lực lượng vũ trang ba thứ quân.
D. Giải quyết vấn đề tiềm lực của cách mạng.",D
Câu 40: Thực tiễn 30 năm chiến tranh cách mạng Việt Nam (1945-1975) chứng tỏ kết quả đấu tranh ngoại giao,"A. không góp phần làm thay đổi so sánh lực lượng trên chiến trường.
B. luôn phụ thuộc vào quan hệ và sự dàn xếp giữa các cường quốc.
C. chỉ phản ánh kết quả của đấu tranh chính trị và quân sự.
D. phụ thuộc vào tương quan lực lượng trên chiến trường.",D
