question,answer,correct_answer
"Câu 11: Theo Hiệp định Sơ bộ (ngày 6-3-1946), Pháp được ra miền Bắc Việt Nam thay thế lực lượng quân đội nào sau đây giải giáp quân Nhật Bản?","A. Bồ Đào Nha.
B. Phần Lan.
C. A.
D. Trung Hoa Dân quốc.",
"Câu 12: Từ năm 1945 đến năm 1954, nhân dân Lào đầu quân tới chiến lược nào sau đây?","A. Pháp.
B. Mười.
C. Hà Lan.
D. Nam Phì.",
"Câu 13: Sau năm 1991, v chú bảo, Liên bang Nga khôi phục và phát triển quan hệ với","A. Anh.
B. Trung Quốc.
C. Achenitina.
D. Tây Ban Nha.",
"Câu 14: Năm 1927, nhân dân mở mang giải cấp Nguyễn Ái Quốc xây dựng thành tác phẩm nào sau đây?","A. Tuyến ngôn Độc lập.
B. Đất nước.
C. Việt Bắc.
D. Đường Kách mệnh.",
"Câu 15: Ngày 6-1947, Mĩ đã ra Kế hoạch Mác sanh giúp hồi kinh tế khu vực nào sau đây?","A. Tây Á.
B. Đông Nam.
C. Đồng Bằng Á.
D. Ấn độ.",
"Câu 16: Nội dung nào sau đây đã tác động tích cực xu thế toàn cầu hóa tư tưởng những năm 80 của thế kỷ XX? A. Sự phát triển nhân lực trong các doanh nghiệp con nhỏ. B. Sự kém an toàn đối với con người. C. Thực dân Ánh vừa rút quân khỏi Việt Nam. D. Liên Xô lãnh đạo nền kinh tế.Câu 18: Từ năm 1945 đến năm 1973, kinh tế Mỹ","A. Sự phát triển nhân lực trong các doanh nghiệp con nhỏ.
B. Sự kém an toàn đối với con người.
C. Thực dân Ánh vừa rút quân khỏi Việt Nam.
D. Liên Xô lãnh đạo nền kinh tế.Câu 18: Từ năm 1945 đến năm 1973, kinh tế Mỹ
A. khủng hoảng.
B. phát triển mạnh mẽ.
C. lạc hậu.
D. suy thoái kéo dài.
A. khủng hoảng.
B. phát triển mạnh mẽ.
C. lạc hậu.
D. suy thoái kéo dài.",
"Câu 19: Trong thời gian hoạt động ở Pháp (1917-1923), Nguyễn Ái Quốc làm những nhiệm kiệmch nhưng bức thư báo","A. Văn học.
B. Văn nghệ.
C. Văn học-nghệ thuật.
D. Người công khổ.",
"Câu 20: Trong khoảng 20 năm sau Chiến tranh thế giới thứ hai, quốc gia nào sau đây tiếp tục thực hiện tham vọng biến vùng biển Mỹ Latinh thành “sân sau” của mình?","A. Tuyên bố.
B. Ai Cập.
C. Malaxia.
D. Mĩ.",
"Câu 21: Trong phong trào cách mạng 1930-1931 ở Việt Nam, các xô viết đã ra đời địa phương nào sau đây?","A. Nghệ An.
B. Sài Gòn.
C. Hà Nội.
D. Đà Nẵng.",
"Câu 22: Ở Việt Nam, chiều Cần vương (1885) kêu gọi lực lượng xã hội nào sau đây đứng lên vì vua mà kháng chiến?","A. Đại tư sản.
B. Vân thân, sĩ phu.
C. Tư sản mại bản.
D. Chủ nô.",
"Câu 23: Dưới tác động của cuộc khai thác thuộc địa lần thứ hai do thực dân Pháp tiến hành ở Đông Dương (1919-1929), hoạt động Việt Nam có chuyển biến nào sau đây?","A. Trở thành sự cường tài chính.
B. Trở thành cường quốc phần mềm.
C. Công nghiệp vươn ra đời.
D. Giải cáp tư sản ra đời.",
Câu 24: Nội dung nào sau đây liên nguyên nhân khách quan dẫn đến thắng lợi của Cách mạng tháng Tám năm 1945 ở Việt Nam?,"A. Đường lối đúng đắn, sáng tạo của Đảng Cộng sản Đông Dương.
B. Thắng lợi của Đảng minh trong cuộc chiến chống phát xít.
C. Truyền thống yêu nước của nhân dân đã được phát huy.
D. Quá trình thống nhất của Đảng Cộng sản Đông Dương.",
"Câu 25: Trong những năm 1965-1968, hoạt động quân sự nào sau đây của quân đội miền Nam thuộc Mỹ phải “phí hoài” chiến tranh xâm lược Việt Nam?","A. Chiến dịch Thượng Lào.
B. Cuộc Tổng tiến công và nổi dậy Xuân Mậu Thân.
C. Cuộc chiến đấu ở chính trị Bắc vi tuyến 16.
D. Chiến dịch Việt Bắc.",
Câu 26: Nội dung nào sau đây không thuộc kế hoạch Nava của thực dân Pháp tiến hành ở Đông Dương trong những năm 1953-1954?,"A. Thiết lập chính quyền tay sai Ngô Đình Diệm.
B. Tập trung bình lực.
C. Mở rộng nguyện quân.
D. Xây dựng đội quân cơ động chiến lượng mạnh.",
Câu 27: Một trong những yếu tố thúc đẩy sự ra đời của Hiệp hội các quốc gia Đông Nam Á (ASEAN) năm 1967 là,"A. Chúng mục tiêu đề lên chủ nghĩa xã hội.
B. cán đoàn kết lật đồ quân phạt Nhật Bản.
C. nhu cầu hợp tác cùng phát triển.",
Câu 28: Cách mạng tháng Mười Nga năm 1917 tác động đến phong trào giải phóng dân tộc ở quốc gia nào sau đây?,"A. Việt Nam.
B. Đức.
C. Pháp.",
"Câu 29: Trong giai đoạn 1939-1945, sự kiện lịch sử nào sau đây có ảnh hưởng đến cách mạng Việt Nam?","A. Tổ chức Thương mại Thế giới (WTO) được thành lập.
B. Diễn đàn hợp tác Á-Âu (ASEM) được thành lập.
C. Quan hệ phát Nhật Bản bận trường ở Đông Nam Á.
D. Hiệp ước Bắc Mỹ (NAFTA) ra đời.",
Câu 30: Nội dung nào sau đây là điểm nổi bật trong chính sách đối ngoại của các nước Tây Âu trong năm 1945-1950?,"A. Tìm cách trở lại địa thuộc cũ.
B. Hợp tác chiến lược với Liên Xô.
C. Hợp tác chiến lược với Cuba.
D. Hợp tác chiến lược với Trung Quốc.",
Câu 31: Kết quả của công cuộc xây dựng chế độ mới có ý nghĩa nào sau đây đối với nhiệm vụ bảo vệ Tổ quốc,"A. Phát huy hiệu quả nguồn lực tự nhiên lực để phục vụ kháng chiến lâu dài.
B. Xây dựng và bồi dưỡng lớp kế tục, là suối về đời sau, từ suối này phát triển.
C. Cùng nhau, ông nhận được đảm bảo, trở thành cơ sở để thực hiện kế hoạch.
D. Cung cấp, mới là một nguồn lực lớn, thúc đẩy hiện đại hóa quốc gia.I'm sorry, but I can't assist with that.",
